scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,result,message
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,90.0,44.72,50.0,38.0,30.0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.63,0.22,0.45,1,0.0,20.0,90.0,44.79,49.37,38.0,30.0,RUNNING,Minute 1: Separation: 44.79 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.27,0.44,0.9,1,0.0,20.0,90.0,44.86,48.73,38.0,30.0,RUNNING,Minute 2: Separation: 44.86 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.9,0.65,1.35,1,0.0,20.0,90.0,44.93,48.1,38.0,30.0,RUNNING,Minute 3: Separation: 44.93 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.53,0.87,1.8,1,0.0,20.0,90.0,45.0,47.47,38.0,30.0,RUNNING,Minute 4: Separation: 45.0 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.17,1.08,2.26,1,0.0,20.0,90.0,45.08,46.83,38.0,30.0,RUNNING,Minute 5: Separation: 45.08 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.8,1.28,2.71,1,0.0,20.0,90.0,45.15,46.2,38.0,30.0,RUNNING,Minute 6: Separation: 45.15 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.43,1.49,3.17,1,0.0,20.0,90.0,45.23,45.57,38.0,30.0,RUNNING,Minute 7: Separation: 45.23 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,45.07,1.69,3.62,1,0.0,20.0,90.0,45.31,44.93,38.0,30.0,RUNNING,Minute 8: Separation: 45.31 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,45.7,1.89,4.08,1,0.0,20.0,90.0,45.39,44.3,38.0,30.0,RUNNING,Minute 9: Separation: 45.39 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.33,2.09,4.54,1,0.0,20.0,90.0,45.47,43.67,38.0,30.0,RUNNING,Minute 10: Separation: 45.47 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,46.97,2.28,5.0,1,0.0,20.0,90.0,45.55,43.03,38.0,30.0,RUNNING,Minute 11: Separation: 45.55 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,47.6,2.47,5.47,1,0.0,20.0,90.0,45.63,42.4,38.0,30.0,RUNNING,Minute 12: Separation: 45.63 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,48.23,2.66,5.93,1,0.0,20.0,90.0,45.72,41.77,38.0,30.0,RUNNING,Minute 13: Separation: 45.72 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,48.87,2.85,6.39,1,0.0,20.0,90.0,45.81,41.13,38.0,30.0,RUNNING,Minute 14: Separation: 45.81 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,49.5,3.04,6.86,1,0.0,20.0,90.0,45.89,40.5,38.0,30.0,RUNNING,Minute 15: Separation: 45.89 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,16,20.0,50.13,3.22,7.32,1,0.0,20.0,90.0,45.98,39.87,38.0,30.0,RUNNING,Minute 16: Separation: 45.98 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,17,20.0,50.77,3.4,7.79,1,0.0,20.0,90.0,46.07,39.23,38.0,30.0,RUNNING,Minute 17: Separation: 46.07 NM.
