scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,result,message
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,90.0,44.72,50.0,36.0,30.0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.6,0.22,0.45,1,0.0,20.0,90.0,44.76,49.4,36.0,30.0,RUNNING,Minute 1: Separation: 44.76 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.2,0.44,0.9,1,0.0,20.0,90.0,44.8,48.8,36.0,30.0,RUNNING,Minute 2: Separation: 44.8 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.8,0.65,1.35,1,0.0,20.0,90.0,44.84,48.2,36.0,30.0,RUNNING,Minute 3: Separation: 44.84 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.4,0.87,1.8,1,0.0,20.0,90.0,44.88,47.6,36.0,30.0,RUNNING,Minute 4: Separation: 44.88 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.0,1.08,2.26,1,0.0,20.0,90.0,44.92,47.0,36.0,30.0,RUNNING,Minute 5: Separation: 44.92 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.6,1.29,2.71,1,0.0,20.0,90.0,44.97,46.4,36.0,30.0,RUNNING,Minute 6: Separation: 44.97 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.2,1.49,3.17,1,0.0,20.0,90.0,45.02,45.8,36.0,30.0,RUNNING,Minute 7: Separation: 45.02 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,44.8,1.7,3.62,1,0.0,20.0,90.0,45.06,45.2,36.0,30.0,RUNNING,Minute 8: Separation: 45.06 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,45.4,1.9,4.08,1,0.0,20.0,90.0,45.11,44.6,36.0,30.0,RUNNING,Minute 9: Separation: 45.11 NM.
4,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.0,2.09,4.54,1,0.0,20.0,90.0,45.16,44.0,36.0,30.0,RUNNING,Minute 10: Separation: 45.16 NM.
