scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_objective_point_id,selected_objective_point_bearing,objective_point_x_nm,objective_point_y_nm,separation_nm,distance_to_objective_point_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
3,Scenario Data - OPERATION TRIDENT,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,31.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best objective point selected: Zone 1 at bearing 0.0°.
3,Scenario Data - OPERATION TRIDENT,1,20.0,40.52,0.44,0.9,1,0.0,20.0,140.0,44.18,99.48,31.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.18 NM.
3,Scenario Data - OPERATION TRIDENT,2,20.0,41.03,0.88,1.8,1,0.0,20.0,140.0,43.65,98.97,31.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.65 NM.
3,Scenario Data - OPERATION TRIDENT,3,20.0,41.55,1.31,2.7,1,0.0,20.0,140.0,43.11,98.45,31.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 43.11 NM.
3,Scenario Data - OPERATION TRIDENT,4,20.0,42.07,1.74,3.6,1,0.0,20.0,140.0,42.58,97.93,31.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 42.58 NM.
3,Scenario Data - OPERATION TRIDENT,5,20.0,42.58,2.17,4.51,1,0.0,20.0,140.0,42.05,97.42,31.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 42.05 NM.
3,Scenario Data - OPERATION TRIDENT,6,20.0,43.1,2.59,5.41,1,0.0,20.0,140.0,41.51,96.9,31.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 41.51 NM.
3,Scenario Data - OPERATION TRIDENT,7,20.0,43.62,3.0,6.32,1,0.0,20.0,140.0,40.98,96.38,31.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 40.98 NM.
3,Scenario Data - OPERATION TRIDENT,8,20.0,44.13,3.41,7.24,1,0.0,20.0,140.0,40.46,95.87,31.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 40.46 NM.
3,Scenario Data - OPERATION TRIDENT,9,20.0,44.65,3.82,8.15,1,0.0,20.0,140.0,39.93,95.35,31.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 39.93 NM.
3,Scenario Data - OPERATION TRIDENT,10,20.0,45.17,4.22,9.07,1,0.0,20.0,140.0,39.4,94.83,31.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 39.4 NM.
3,Scenario Data - OPERATION TRIDENT,11,20.0,45.68,4.61,9.98,1,0.0,20.0,140.0,38.87,94.32,31.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 38.87 NM.
3,Scenario Data - OPERATION TRIDENT,12,20.0,46.2,5.0,10.9,1,0.0,20.0,140.0,38.35,93.8,31.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 38.35 NM.
3,Scenario Data - OPERATION TRIDENT,13,20.0,46.72,5.39,11.83,1,0.0,20.0,140.0,37.82,93.28,31.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 37.82 NM.
3,Scenario Data - OPERATION TRIDENT,14,20.0,47.23,5.77,12.75,1,0.0,20.0,140.0,37.3,92.77,31.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 37.3 NM.
3,Scenario Data - OPERATION TRIDENT,15,20.0,47.75,6.15,13.68,1,0.0,20.0,140.0,36.78,92.25,31.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 36.78 NM.
3,Scenario Data - OPERATION TRIDENT,16,20.0,48.27,6.52,14.61,1,0.0,20.0,140.0,36.26,91.73,31.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 36.26 NM.
3,Scenario Data - OPERATION TRIDENT,17,20.0,48.78,6.89,15.54,1,0.0,20.0,140.0,35.74,91.22,31.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 35.74 NM.
3,Scenario Data - OPERATION TRIDENT,18,20.0,49.3,7.25,16.47,1,0.0,20.0,140.0,35.22,90.7,31.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 35.22 NM.
3,Scenario Data - OPERATION TRIDENT,19,20.0,49.82,7.61,17.4,1,0.0,20.0,140.0,34.7,90.18,31.0,60.0,N,0,0,RUNNING,Minute 19: Separation: 34.7 NM.
3,Scenario Data - OPERATION TRIDENT,20,20.0,50.33,7.96,18.34,1,0.0,20.0,140.0,34.19,89.67,31.0,60.0,N,0,0,RUNNING,Minute 20: Separation: 34.19 NM.
3,Scenario Data - OPERATION TRIDENT,21,20.0,50.85,8.31,19.28,1,0.0,20.0,140.0,33.67,89.15,31.0,60.0,N,0,0,RUNNING,Minute 21: Separation: 33.67 NM.
3,Scenario Data - OPERATION TRIDENT,22,20.0,51.37,8.65,20.22,1,0.0,20.0,140.0,33.15,88.63,31.0,60.0,N,0,0,RUNNING,Minute 22: Separation: 33.15 NM.
3,Scenario Data - OPERATION TRIDENT,23,20.0,51.88,8.99,21.16,1,0.0,20.0,140.0,32.64,88.12,31.0,60.0,N,0,0,RUNNING,Minute 23: Separation: 32.64 NM.
3,Scenario Data - OPERATION TRIDENT,24,20.0,52.4,9.32,22.1,1,0.0,20.0,140.0,32.13,87.6,31.0,60.0,N,0,0,RUNNING,Minute 24: Separation: 32.13 NM.
3,Scenario Data - OPERATION TRIDENT,25,20.0,52.92,9.65,23.05,1,0.0,20.0,140.0,31.62,87.08,31.0,60.0,N,0,0,RUNNING,Minute 25: Separation: 31.62 NM.
3,Scenario Data - OPERATION TRIDENT,26,20.0,53.43,9.97,23.99,1,0.0,20.0,140.0,31.1,86.57,31.0,60.0,N,0,0,RUNNING,Minute 26: Separation: 31.1 NM.
3,Scenario Data - OPERATION TRIDENT,27,20.0,53.95,10.29,24.94,1,0.0,20.0,140.0,30.59,86.05,31.0,60.0,N,0,0,RUNNING,Minute 27: Separation: 30.59 NM.
3,Scenario Data - OPERATION TRIDENT,28,20.0,54.47,10.6,25.89,1,0.0,20.0,140.0,30.08,85.53,31.0,60.0,N,0,0,RUNNING,Minute 28: Separation: 30.08 NM.
3,Scenario Data - OPERATION TRIDENT,29,20.0,54.98,10.91,26.84,1,0.0,20.0,140.0,29.57,85.02,31.0,60.0,N,0,0,RUNNING,Minute 29: Separation: 29.57 NM.
3,Scenario Data - OPERATION TRIDENT,30,20.0,55.5,11.21,27.79,1,0.0,20.0,140.0,29.07,84.5,31.0,60.0,N,0,0,RUNNING,Minute 30: Separation: 29.07 NM.
3,Scenario Data - OPERATION TRIDENT,31,20.0,56.02,11.51,28.75,1,0.0,20.0,140.0,28.56,83.98,31.0,60.0,N,0,0,RUNNING,Minute 31: Separation: 28.56 NM.
3,Scenario Data - OPERATION TRIDENT,32,20.0,56.53,11.8,29.71,1,0.0,20.0,140.0,28.05,83.47,31.0,60.0,N,0,0,RUNNING,Minute 32: Separation: 28.05 NM.
3,Scenario Data - OPERATION TRIDENT,33,20.0,57.05,12.09,30.66,1,0.0,20.0,140.0,27.55,82.95,31.0,60.0,N,0,0,RUNNING,Minute 33: Separation: 27.55 NM.
3,Scenario Data - OPERATION TRIDENT,34,20.0,57.57,12.37,31.62,1,0.0,20.0,140.0,27.04,82.43,31.0,60.0,N,0,0,RUNNING,Minute 34: Separation: 27.04 NM.
3,Scenario Data - OPERATION TRIDENT,35,20.0,58.08,12.64,32.58,1,0.0,20.0,140.0,26.54,81.92,31.0,60.0,N,0,0,RUNNING,Minute 35: Separation: 26.54 NM.
3,Scenario Data - OPERATION TRIDENT,36,20.0,58.6,12.92,33.55,1,0.0,20.0,140.0,26.04,81.4,31.0,60.0,N,0,0,RUNNING,Minute 36: Separation: 26.04 NM.
3,Scenario Data - OPERATION TRIDENT,37,20.0,59.12,13.18,34.51,1,0.0,20.0,140.0,25.53,80.88,31.0,60.0,N,0,0,RUNNING,Minute 37: Separation: 25.53 NM.
3,Scenario Data - OPERATION TRIDENT,38,20.0,59.63,13.45,35.47,1,0.0,20.0,140.0,25.03,80.37,31.0,60.0,N,0,0,RUNNING,Minute 38: Separation: 25.03 NM.
