scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,result,message
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,240.0,44.72,200.0,36.0,30.0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.6,0.22,0.45,1,0.0,20.0,240.0,44.76,199.4,36.0,30.0,RUNNING,Minute 1: Separation: 44.76 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.2,0.44,0.9,1,0.0,20.0,240.0,44.8,198.8,36.0,30.0,RUNNING,Minute 2: Separation: 44.8 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.8,0.65,1.35,1,0.0,20.0,240.0,44.84,198.2,36.0,30.0,RUNNING,Minute 3: Separation: 44.84 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.4,0.87,1.8,1,0.0,20.0,240.0,44.88,197.6,36.0,30.0,RUNNING,Minute 4: Separation: 44.88 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.0,1.08,2.26,1,0.0,20.0,240.0,44.92,197.0,36.0,30.0,RUNNING,Minute 5: Separation: 44.92 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.6,1.29,2.71,1,0.0,20.0,240.0,44.97,196.4,36.0,30.0,RUNNING,Minute 6: Separation: 44.97 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.2,1.49,3.17,1,0.0,20.0,240.0,45.02,195.8,36.0,30.0,RUNNING,Minute 7: Separation: 45.02 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,44.8,1.7,3.62,1,0.0,20.0,240.0,45.06,195.2,36.0,30.0,RUNNING,Minute 8: Separation: 45.06 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,45.4,1.9,4.08,1,0.0,20.0,240.0,45.11,194.6,36.0,30.0,RUNNING,Minute 9: Separation: 45.11 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.0,2.09,4.54,1,0.0,20.0,240.0,45.16,194.0,36.0,30.0,RUNNING,Minute 10: Separation: 45.16 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,46.6,2.29,5.0,1,0.0,20.0,240.0,45.21,193.4,36.0,30.0,RUNNING,Minute 11: Separation: 45.21 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,47.2,2.48,5.46,1,0.0,20.0,240.0,45.27,192.8,36.0,30.0,RUNNING,Minute 12: Separation: 45.27 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,47.8,2.67,5.92,1,0.0,20.0,240.0,45.32,192.2,36.0,30.0,RUNNING,Minute 13: Separation: 45.32 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,48.4,2.86,6.39,1,0.0,20.0,240.0,45.37,191.6,36.0,30.0,RUNNING,Minute 14: Separation: 45.37 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,49.0,3.05,6.85,1,0.0,20.0,240.0,45.43,191.0,36.0,30.0,RUNNING,Minute 15: Separation: 45.43 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,16,20.0,49.6,3.23,7.31,1,0.0,20.0,240.0,45.49,190.4,36.0,30.0,RUNNING,Minute 16: Separation: 45.49 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,17,20.0,50.2,3.42,7.78,1,0.0,20.0,240.0,45.55,189.8,36.0,30.0,RUNNING,Minute 17: Separation: 45.55 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,18,20.0,50.8,3.6,8.25,1,0.0,20.0,240.0,45.61,189.2,36.0,30.0,RUNNING,Minute 18: Separation: 45.61 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,19,20.0,51.4,3.77,8.71,1,0.0,20.0,240.0,45.67,188.6,36.0,30.0,RUNNING,Minute 19: Separation: 45.67 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,20,20.0,52.0,3.95,9.18,1,0.0,20.0,240.0,45.73,188.0,36.0,30.0,RUNNING,Minute 20: Separation: 45.73 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,21,20.0,52.6,4.12,9.65,1,0.0,20.0,240.0,45.79,187.4,36.0,30.0,RUNNING,Minute 21: Separation: 45.79 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,22,20.0,53.2,4.29,10.12,1,0.0,20.0,240.0,45.85,186.8,36.0,30.0,RUNNING,Minute 22: Separation: 45.85 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,23,20.0,53.8,4.46,10.59,1,0.0,20.0,240.0,45.92,186.2,36.0,30.0,RUNNING,Minute 23: Separation: 45.92 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,24,20.0,54.4,4.63,11.06,1,0.0,20.0,240.0,45.98,185.6,36.0,30.0,RUNNING,Minute 24: Separation: 45.98 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,25,20.0,55.0,4.8,11.53,1,0.0,20.0,240.0,46.05,185.0,36.0,30.0,RUNNING,Minute 25: Separation: 46.05 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,26,20.0,55.6,4.96,12.01,1,0.0,20.0,240.0,46.11,184.4,36.0,30.0,RUNNING,Minute 26: Separation: 46.11 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,27,20.0,56.2,5.12,12.48,1,0.0,20.0,240.0,46.18,183.8,36.0,30.0,RUNNING,Minute 27: Separation: 46.18 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,28,20.0,56.8,5.28,12.95,1,0.0,20.0,240.0,46.25,183.2,36.0,30.0,RUNNING,Minute 28: Separation: 46.25 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,29,20.0,57.4,5.44,13.43,1,0.0,20.0,240.0,46.32,182.6,36.0,30.0,RUNNING,Minute 29: Separation: 46.32 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,30,20.0,58.0,5.59,13.9,1,0.0,20.0,240.0,46.39,182.0,36.0,30.0,RUNNING,Minute 30: Separation: 46.39 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,31,20.0,58.6,5.74,14.38,1,0.0,20.0,240.0,46.46,181.4,36.0,30.0,RUNNING,Minute 31: Separation: 46.46 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,32,20.0,59.2,5.9,14.86,1,0.0,20.0,240.0,46.53,180.8,36.0,30.0,RUNNING,Minute 32: Separation: 46.53 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,33,20.0,59.8,6.05,15.33,1,0.0,20.0,240.0,46.6,180.2,36.0,30.0,RUNNING,Minute 33: Separation: 46.6 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,34,20.0,60.4,6.19,15.81,1,0.0,20.0,240.0,46.68,179.6,36.0,30.0,RUNNING,Minute 34: Separation: 46.68 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,35,20.0,61.0,6.34,16.29,1,0.0,20.0,240.0,46.75,179.0,36.0,30.0,RUNNING,Minute 35: Separation: 46.75 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,36,20.0,61.6,6.48,16.77,1,0.0,20.0,240.0,46.82,178.4,36.0,30.0,RUNNING,Minute 36: Separation: 46.82 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,37,20.0,62.2,6.63,17.25,1,0.0,20.0,240.0,46.9,177.8,36.0,30.0,RUNNING,Minute 37: Separation: 46.9 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,38,20.0,62.8,6.77,17.73,1,0.0,20.0,240.0,46.97,177.2,36.0,30.0,RUNNING,Minute 38: Separation: 46.97 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,39,20.0,63.4,6.91,18.21,1,0.0,20.0,240.0,47.05,176.6,36.0,30.0,RUNNING,Minute 39: Separation: 47.05 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,40,20.0,64.0,7.04,18.69,1,0.0,20.0,240.0,47.13,176.0,36.0,30.0,RUNNING,Minute 40: Separation: 47.13 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,41,20.0,64.6,7.18,19.17,1,0.0,20.0,240.0,47.2,175.4,36.0,30.0,RUNNING,Minute 41: Separation: 47.2 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,42,20.0,65.2,7.31,19.65,1,0.0,20.0,240.0,47.28,174.8,36.0,30.0,RUNNING,Minute 42: Separation: 47.28 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,43,20.0,65.8,7.45,20.13,1,0.0,20.0,240.0,47.36,174.2,36.0,30.0,RUNNING,Minute 43: Separation: 47.36 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,44,20.0,66.4,7.58,20.62,1,0.0,20.0,240.0,47.44,173.6,36.0,30.0,RUNNING,Minute 44: Separation: 47.44 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,45,20.0,67.0,7.71,21.1,1,0.0,20.0,240.0,47.52,173.0,36.0,30.0,RUNNING,Minute 45: Separation: 47.52 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,46,20.0,67.6,7.83,21.58,1,0.0,20.0,240.0,47.6,172.4,36.0,30.0,RUNNING,Minute 46: Separation: 47.6 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,47,20.0,68.2,7.96,22.07,1,0.0,20.0,240.0,47.68,171.8,36.0,30.0,RUNNING,Minute 47: Separation: 47.68 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,48,20.0,68.8,8.09,22.55,1,0.0,20.0,240.0,47.76,171.2,36.0,30.0,RUNNING,Minute 48: Separation: 47.76 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,49,20.0,69.4,8.21,23.03,1,0.0,20.0,240.0,47.84,170.6,36.0,30.0,RUNNING,Minute 49: Separation: 47.84 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,50,20.0,70.0,8.33,23.52,1,0.0,20.0,240.0,47.92,170.0,36.0,30.0,RUNNING,Minute 50: Separation: 47.92 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,51,20.0,70.6,8.45,24.01,1,0.0,20.0,240.0,48.0,169.4,36.0,30.0,RUNNING,Minute 51: Separation: 48.0 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,52,20.0,71.2,8.57,24.49,1,0.0,20.0,240.0,48.09,168.8,36.0,30.0,RUNNING,Minute 52: Separation: 48.09 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,53,20.0,71.8,8.69,24.98,1,0.0,20.0,240.0,48.17,168.2,36.0,30.0,RUNNING,Minute 53: Separation: 48.17 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,54,20.0,72.4,8.8,25.46,1,0.0,20.0,240.0,48.25,167.6,36.0,30.0,RUNNING,Minute 54: Separation: 48.25 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,55,20.0,73.0,8.92,25.95,1,0.0,20.0,240.0,48.34,167.0,36.0,30.0,RUNNING,Minute 55: Separation: 48.34 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,56,20.0,73.6,9.03,26.44,1,0.0,20.0,240.0,48.42,166.4,36.0,30.0,RUNNING,Minute 56: Separation: 48.42 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,57,20.0,74.2,9.14,26.92,1,0.0,20.0,240.0,48.51,165.8,36.0,30.0,RUNNING,Minute 57: Separation: 48.51 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,58,20.0,74.8,9.25,27.41,1,0.0,20.0,240.0,48.59,165.2,36.0,30.0,RUNNING,Minute 58: Separation: 48.59 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,59,20.0,75.4,9.36,27.9,1,0.0,20.0,240.0,48.68,164.6,36.0,30.0,RUNNING,Minute 59: Separation: 48.68 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,60,20.0,76.0,9.47,28.39,1,0.0,20.0,240.0,48.76,164.0,36.0,30.0,RUNNING,Minute 60: Separation: 48.76 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,61,20.0,76.6,9.58,28.88,1,0.0,20.0,240.0,48.85,163.4,36.0,30.0,RUNNING,Minute 61: Separation: 48.85 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,62,20.0,77.2,9.68,29.37,1,0.0,20.0,240.0,48.93,162.8,36.0,30.0,RUNNING,Minute 62: Separation: 48.93 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,63,20.0,77.8,9.79,29.85,1,0.0,20.0,240.0,49.02,162.2,36.0,30.0,RUNNING,Minute 63: Separation: 49.02 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,64,20.0,78.4,9.89,30.34,1,0.0,20.0,240.0,49.11,161.6,36.0,30.0,RUNNING,Minute 64: Separation: 49.11 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,65,20.0,79.0,9.99,30.83,1,0.0,20.0,240.0,49.2,161.0,36.0,30.0,RUNNING,Minute 65: Separation: 49.2 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,66,20.0,79.6,10.09,31.32,1,0.0,20.0,240.0,49.28,160.4,36.0,30.0,RUNNING,Minute 66: Separation: 49.28 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,67,20.0,80.2,10.19,31.81,1,0.0,20.0,240.0,49.37,159.8,36.0,30.0,RUNNING,Minute 67: Separation: 49.37 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,68,20.0,80.8,10.29,32.3,1,0.0,20.0,240.0,49.46,159.2,36.0,30.0,RUNNING,Minute 68: Separation: 49.46 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,69,20.0,81.4,10.39,32.79,1,0.0,20.0,240.0,49.55,158.6,36.0,30.0,RUNNING,Minute 69: Separation: 49.55 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,70,20.0,82.0,10.48,33.28,1,0.0,20.0,240.0,49.64,158.0,36.0,30.0,RUNNING,Minute 70: Separation: 49.64 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,71,20.0,82.6,10.58,33.78,1,0.0,20.0,240.0,49.73,157.4,36.0,30.0,RUNNING,Minute 71: Separation: 49.73 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,72,20.0,83.2,10.67,34.27,1,0.0,20.0,240.0,49.81,156.8,36.0,30.0,RUNNING,Minute 72: Separation: 49.81 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,73,20.0,83.8,10.76,34.76,1,0.0,20.0,240.0,49.9,156.2,36.0,30.0,RUNNING,Minute 73: Separation: 49.9 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,74,20.0,84.4,10.86,35.25,1,0.0,20.0,240.0,49.99,155.6,36.0,30.0,RUNNING,Minute 74: Separation: 49.99 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,75,20.0,85.0,10.95,35.74,1,0.0,20.0,240.0,50.08,155.0,36.0,30.0,RUNNING,Minute 75: Separation: 50.08 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,76,20.0,85.6,11.03,36.23,1,0.0,20.0,240.0,50.17,154.4,36.0,30.0,RUNNING,Minute 76: Separation: 50.17 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,77,20.0,86.2,11.12,36.73,1,0.0,20.0,240.0,50.26,153.8,36.0,30.0,RUNNING,Minute 77: Separation: 50.26 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,78,20.0,86.8,11.21,37.22,1,0.0,20.0,240.0,50.36,153.2,36.0,30.0,RUNNING,Minute 78: Separation: 50.36 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,79,20.0,87.4,11.3,37.71,1,0.0,20.0,240.0,50.45,152.6,36.0,30.0,RUNNING,Minute 79: Separation: 50.45 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,80,20.0,88.0,11.38,38.2,1,0.0,20.0,240.0,50.54,152.0,36.0,30.0,RUNNING,Minute 80: Separation: 50.54 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,81,20.0,88.6,11.47,38.7,1,0.0,20.0,240.0,50.63,151.4,36.0,30.0,RUNNING,Minute 81: Separation: 50.63 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,82,20.0,89.2,11.55,39.19,1,0.0,20.0,240.0,50.72,150.8,36.0,30.0,RUNNING,Minute 82: Separation: 50.72 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,83,20.0,89.8,11.63,39.68,1,0.0,20.0,240.0,50.81,150.2,36.0,30.0,RUNNING,Minute 83: Separation: 50.81 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,84,20.0,90.4,11.71,40.18,1,0.0,20.0,240.0,50.9,149.6,36.0,30.0,RUNNING,Minute 84: Separation: 50.9 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,85,20.0,91.0,11.79,40.67,1,0.0,20.0,240.0,51.0,149.0,36.0,30.0,RUNNING,Minute 85: Separation: 51.0 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,86,20.0,91.6,11.87,41.16,1,0.0,20.0,240.0,51.09,148.4,36.0,30.0,RUNNING,Minute 86: Separation: 51.09 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,87,20.0,92.2,11.95,41.66,1,0.0,20.0,240.0,51.18,147.8,36.0,30.0,RUNNING,Minute 87: Separation: 51.18 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,88,20.0,92.8,12.03,42.15,1,0.0,20.0,240.0,51.27,147.2,36.0,30.0,RUNNING,Minute 88: Separation: 51.27 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,89,20.0,93.4,12.11,42.64,1,0.0,20.0,240.0,51.37,146.6,36.0,30.0,RUNNING,Minute 89: Separation: 51.37 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,90,20.0,94.0,12.18,43.14,1,0.0,20.0,240.0,51.46,146.0,36.0,30.0,RUNNING,Minute 90: Separation: 51.46 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,91,20.0,94.6,12.26,43.63,1,0.0,20.0,240.0,51.55,145.4,36.0,30.0,RUNNING,Minute 91: Separation: 51.55 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,92,20.0,95.2,12.33,44.13,1,0.0,20.0,240.0,51.65,144.8,36.0,30.0,RUNNING,Minute 92: Separation: 51.65 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,93,20.0,95.8,12.41,44.62,1,0.0,20.0,240.0,51.74,144.2,36.0,30.0,RUNNING,Minute 93: Separation: 51.74 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,94,20.0,96.4,12.48,45.12,1,0.0,20.0,240.0,51.83,143.6,36.0,30.0,RUNNING,Minute 94: Separation: 51.83 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,95,20.0,97.0,12.55,45.61,1,0.0,20.0,240.0,51.93,143.0,36.0,30.0,RUNNING,Minute 95: Separation: 51.93 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,96,20.0,97.6,12.62,46.11,1,0.0,20.0,240.0,52.02,142.4,36.0,30.0,RUNNING,Minute 96: Separation: 52.02 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,97,20.0,98.2,12.69,46.6,1,0.0,20.0,240.0,52.11,141.8,36.0,30.0,RUNNING,Minute 97: Separation: 52.11 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,98,20.0,98.8,12.76,47.1,1,0.0,20.0,240.0,52.21,141.2,36.0,30.0,RUNNING,Minute 98: Separation: 52.21 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,99,20.0,99.4,12.83,47.59,1,0.0,20.0,240.0,52.3,140.6,36.0,30.0,RUNNING,Minute 99: Separation: 52.3 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,100,20.0,100.0,12.9,48.09,1,0.0,20.0,240.0,52.4,140.0,36.0,30.0,RUNNING,Minute 100: Separation: 52.4 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,101,20.0,100.6,12.96,48.58,1,0.0,20.0,240.0,52.49,139.4,36.0,30.0,RUNNING,Minute 101: Separation: 52.49 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,102,20.0,101.2,13.03,49.08,1,0.0,20.0,240.0,52.59,138.8,36.0,30.0,RUNNING,Minute 102: Separation: 52.59 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,103,20.0,101.8,13.1,49.57,1,0.0,20.0,240.0,52.68,138.2,36.0,30.0,RUNNING,Minute 103: Separation: 52.68 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,104,20.0,102.4,13.16,50.07,1,0.0,20.0,240.0,52.78,137.6,36.0,30.0,RUNNING,Minute 104: Separation: 52.78 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,105,20.0,103.0,13.22,50.57,1,0.0,20.0,240.0,52.87,137.0,36.0,30.0,RUNNING,Minute 105: Separation: 52.87 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,106,20.0,103.6,13.29,51.06,1,0.0,20.0,240.0,52.97,136.4,36.0,30.0,RUNNING,Minute 106: Separation: 52.97 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,107,20.0,104.2,13.35,51.56,1,0.0,20.0,240.0,53.06,135.8,36.0,30.0,RUNNING,Minute 107: Separation: 53.06 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,108,20.0,104.8,13.41,52.05,1,0.0,20.0,240.0,53.16,135.2,36.0,30.0,RUNNING,Minute 108: Separation: 53.16 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,109,20.0,105.4,13.47,52.55,1,0.0,20.0,240.0,53.25,134.6,36.0,30.0,RUNNING,Minute 109: Separation: 53.25 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,110,20.0,106.0,13.53,53.05,1,0.0,20.0,240.0,53.35,134.0,36.0,30.0,RUNNING,Minute 110: Separation: 53.35 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,111,20.0,106.6,13.59,53.54,1,0.0,20.0,240.0,53.44,133.4,36.0,30.0,RUNNING,Minute 111: Separation: 53.44 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,112,20.0,107.2,13.65,54.04,1,0.0,20.0,240.0,53.54,132.8,36.0,30.0,RUNNING,Minute 112: Separation: 53.54 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,113,20.0,107.8,13.71,54.54,1,0.0,20.0,240.0,53.63,132.2,36.0,30.0,RUNNING,Minute 113: Separation: 53.63 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,114,20.0,108.4,13.77,55.03,1,0.0,20.0,240.0,53.73,131.6,36.0,30.0,RUNNING,Minute 114: Separation: 53.73 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,115,20.0,109.0,13.83,55.53,1,0.0,20.0,240.0,53.83,131.0,36.0,30.0,RUNNING,Minute 115: Separation: 53.83 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,116,20.0,109.6,13.88,56.03,1,0.0,20.0,240.0,53.92,130.4,36.0,30.0,RUNNING,Minute 116: Separation: 53.92 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,117,20.0,110.2,13.94,56.52,1,0.0,20.0,240.0,54.02,129.8,36.0,30.0,RUNNING,Minute 117: Separation: 54.02 NM.
3,Scenario Data - OPERATION SAPPHIRE GAUNTLET,118,20.0,110.8,14.0,57.02,1,0.0,20.0,240.0,54.11,129.2,36.0,30.0,RUNNING,Minute 118: Separation: 54.11 NM.
