scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,40.0,100.0,N,0,0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.67,0.74,1.5,1,0.0,20.0,140.0,43.65,99.33,40.0,100.0,N,0,0,RUNNING,Minute 1: Separation: 43.65 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.33,1.46,3.0,1,0.0,20.0,140.0,42.58,98.67,40.0,100.0,N,0,0,RUNNING,Minute 2: Separation: 42.58 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,42.0,2.18,4.5,1,0.0,20.0,140.0,41.52,98.0,40.0,100.0,N,0,0,RUNNING,Minute 3: Separation: 41.52 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.67,2.88,6.01,1,0.0,20.0,140.0,40.46,97.33,40.0,100.0,N,0,0,RUNNING,Minute 4: Separation: 40.46 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.33,3.58,7.53,1,0.0,20.0,140.0,39.39,96.67,40.0,100.0,N,0,0,RUNNING,Minute 5: Separation: 39.39 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,44.0,4.26,9.05,1,0.0,20.0,140.0,38.33,96.0,40.0,100.0,N,0,0,RUNNING,Minute 6: Separation: 38.33 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.67,4.93,10.57,1,0.0,20.0,140.0,37.28,95.33,40.0,100.0,N,0,0,RUNNING,Minute 7: Separation: 37.28 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,45.33,5.6,12.1,1,0.0,20.0,140.0,36.22,94.67,40.0,100.0,N,0,0,RUNNING,Minute 8: Separation: 36.22 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,46.0,6.25,13.63,1,0.0,20.0,140.0,35.17,94.0,40.0,100.0,N,0,0,RUNNING,Minute 9: Separation: 35.17 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.67,6.89,15.17,1,0.0,20.0,140.0,34.11,93.33,40.0,100.0,N,0,0,RUNNING,Minute 10: Separation: 34.11 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,47.33,7.52,16.72,1,0.0,20.0,140.0,33.06,92.67,40.0,100.0,N,0,0,RUNNING,Minute 11: Separation: 33.06 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,48.0,8.14,18.26,1,0.0,20.0,140.0,32.02,92.0,40.0,100.0,N,0,0,RUNNING,Minute 12: Separation: 32.02 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,48.67,8.74,19.82,1,0.0,20.0,140.0,30.97,91.33,40.0,100.0,N,0,0,RUNNING,Minute 13: Separation: 30.97 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,49.33,9.34,21.37,1,0.0,20.0,140.0,29.92,90.67,40.0,100.0,N,0,0,RUNNING,Minute 14: Separation: 29.92 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,50.0,9.92,22.94,1,0.0,20.0,140.0,28.88,90.0,40.0,100.0,N,0,0,RUNNING,Minute 15: Separation: 28.88 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,16,20.0,50.67,10.49,24.5,1,0.0,20.0,140.0,27.84,89.33,40.0,100.0,N,0,0,RUNNING,Minute 16: Separation: 27.84 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,17,20.0,51.33,11.04,26.07,1,0.0,20.0,140.0,26.8,88.67,40.0,100.0,N,0,0,RUNNING,Minute 17: Separation: 26.8 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,18,20.0,52.0,11.59,27.65,1,0.0,20.0,140.0,25.76,88.0,40.0,100.0,N,0,0,RUNNING,Minute 18: Separation: 25.76 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,19,20.0,52.67,12.12,29.23,1,0.0,20.0,140.0,24.73,87.33,40.0,100.0,N,0,0,RUNNING,Minute 19: Separation: 24.73 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,20,20.0,53.33,12.64,30.81,1,0.0,20.0,140.0,23.69,86.67,40.0,100.0,N,0,0,RUNNING,Minute 20: Separation: 23.69 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,21,20.0,54.0,13.14,32.4,1,0.0,20.0,140.0,22.66,86.0,40.0,100.0,N,0,0,RUNNING,Minute 21: Separation: 22.66 NM.
2,Scenario Data - OPERATION SAPPHIRE GAUNTLET,22,20.0,54.67,13.63,33.99,1,0.0,20.0,140.0,21.63,85.33,40.0,100.0,N,0,0,RUNNING,Minute 22: Separation: 21.63 NM.
