scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_objective_point_id,selected_objective_point_bearing,objective_point_x_nm,objective_point_y_nm,separation_nm,distance_to_objective_point_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
2,Scenario Data - OPERATION TRIDENT,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,23.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best objective point selected: Zone 1 at bearing 0.0°.
2,Scenario Data - OPERATION TRIDENT,1,20.0,40.38,0.44,0.9,1,0.0,20.0,140.0,44.06,99.62,23.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.06 NM.
2,Scenario Data - OPERATION TRIDENT,2,20.0,40.77,0.88,1.79,1,0.0,20.0,140.0,43.41,99.23,23.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.41 NM.
2,Scenario Data - OPERATION TRIDENT,3,20.0,41.15,1.32,2.69,1,0.0,20.0,140.0,42.75,98.85,23.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 42.75 NM.
2,Scenario Data - OPERATION TRIDENT,4,20.0,41.53,1.75,3.59,1,0.0,20.0,140.0,42.1,98.47,23.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 42.1 NM.
2,Scenario Data - OPERATION TRIDENT,5,20.0,41.92,2.18,4.5,1,0.0,20.0,140.0,41.44,98.08,23.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 41.44 NM.
2,Scenario Data - OPERATION TRIDENT,6,20.0,42.3,2.61,5.4,1,0.0,20.0,140.0,40.79,97.7,23.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 40.79 NM.
2,Scenario Data - OPERATION TRIDENT,7,20.0,42.68,3.03,6.31,1,0.0,20.0,140.0,40.14,97.32,23.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 40.14 NM.
2,Scenario Data - OPERATION TRIDENT,8,20.0,43.07,3.45,7.22,1,0.0,20.0,140.0,39.49,96.93,23.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 39.49 NM.
2,Scenario Data - OPERATION TRIDENT,9,20.0,43.45,3.87,8.13,1,0.0,20.0,140.0,38.83,96.55,23.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 38.83 NM.
2,Scenario Data - OPERATION TRIDENT,10,20.0,43.83,4.28,9.04,1,0.0,20.0,140.0,38.18,96.17,23.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 38.18 NM.
2,Scenario Data - OPERATION TRIDENT,11,20.0,44.22,4.69,9.95,1,0.0,20.0,140.0,37.53,95.78,23.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 37.53 NM.
2,Scenario Data - OPERATION TRIDENT,12,20.0,44.6,5.09,10.86,1,0.0,20.0,140.0,36.88,95.4,23.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 36.88 NM.
2,Scenario Data - OPERATION TRIDENT,13,20.0,44.98,5.49,11.78,1,0.0,20.0,140.0,36.23,95.02,23.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 36.23 NM.
2,Scenario Data - OPERATION TRIDENT,14,20.0,45.37,5.89,12.7,1,0.0,20.0,140.0,35.58,94.63,23.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 35.58 NM.
2,Scenario Data - OPERATION TRIDENT,15,20.0,45.75,6.28,13.62,1,0.0,20.0,140.0,34.94,94.25,23.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 34.94 NM.
2,Scenario Data - OPERATION TRIDENT,16,20.0,46.13,6.67,14.54,1,0.0,20.0,140.0,34.29,93.87,23.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 34.29 NM.
2,Scenario Data - OPERATION TRIDENT,17,20.0,46.52,7.05,15.46,1,0.0,20.0,140.0,33.64,93.48,23.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 33.64 NM.
2,Scenario Data - OPERATION TRIDENT,18,20.0,46.9,7.44,16.39,1,0.0,20.0,140.0,33.0,93.1,23.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 33.0 NM.
