scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,39.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.65,0.44,0.9,1,0.0,20.0,140.0,44.3,99.35,39.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.3 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.3,0.88,1.8,1,0.0,20.0,140.0,43.89,98.7,39.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.89 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.95,1.31,2.7,1,0.0,20.0,140.0,43.47,98.05,39.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 43.47 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.6,1.73,3.61,1,0.0,20.0,140.0,43.06,97.4,39.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 43.06 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.25,2.15,4.51,1,0.0,20.0,140.0,42.65,96.75,39.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 42.65 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.9,2.56,5.42,1,0.0,20.0,140.0,42.24,96.1,39.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 42.24 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.55,2.97,6.34,1,0.0,20.0,140.0,41.84,95.45,39.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 41.84 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,45.2,3.37,7.25,1,0.0,20.0,140.0,41.43,94.8,39.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 41.43 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,45.85,3.77,8.17,1,0.0,20.0,140.0,41.03,94.15,39.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 41.03 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.5,4.16,9.09,1,0.0,20.0,140.0,40.62,93.5,39.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 40.62 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,47.15,4.54,10.02,1,0.0,20.0,140.0,40.22,92.85,39.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 40.22 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,47.8,4.92,10.94,1,0.0,20.0,140.0,39.82,92.2,39.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 39.82 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,48.45,5.29,11.87,1,0.0,20.0,140.0,39.43,91.55,39.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 39.43 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,49.1,5.66,12.8,1,0.0,20.0,140.0,39.03,90.9,39.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 39.03 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,49.75,6.02,13.73,1,0.0,20.0,140.0,38.64,90.25,39.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 38.64 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,16,20.0,50.4,6.38,14.67,1,0.0,20.0,140.0,38.24,89.6,39.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 38.24 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,17,20.0,51.05,6.73,15.6,1,0.0,20.0,140.0,37.85,88.95,39.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 37.85 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,18,20.0,51.7,7.07,16.54,1,0.0,20.0,140.0,37.46,88.3,39.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 37.46 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,19,20.0,52.35,7.41,17.48,1,0.0,20.0,140.0,37.07,87.65,39.0,60.0,N,0,0,RUNNING,Minute 19: Separation: 37.07 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,20,20.0,53.0,7.75,18.42,1,0.0,20.0,140.0,36.68,87.0,39.0,60.0,N,0,0,RUNNING,Minute 20: Separation: 36.68 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,21,20.0,53.65,8.08,19.37,1,0.0,20.0,140.0,36.3,86.35,39.0,60.0,N,0,0,RUNNING,Minute 21: Separation: 36.3 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,22,20.0,54.3,8.4,20.32,1,0.0,20.0,140.0,35.91,85.7,39.0,60.0,N,0,0,RUNNING,Minute 22: Separation: 35.91 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,23,20.0,54.95,8.72,21.26,1,0.0,20.0,140.0,35.53,85.05,39.0,60.0,N,0,0,RUNNING,Minute 23: Separation: 35.53 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,24,20.0,55.6,9.03,22.21,1,0.0,20.0,140.0,35.14,84.4,39.0,60.0,N,0,0,RUNNING,Minute 24: Separation: 35.14 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,25,20.0,56.25,9.34,23.17,1,0.0,20.0,140.0,34.76,83.75,39.0,60.0,N,0,0,RUNNING,Minute 25: Separation: 34.76 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,26,20.0,56.9,9.64,24.12,1,0.0,20.0,140.0,34.38,83.1,39.0,60.0,N,0,0,RUNNING,Minute 26: Separation: 34.38 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,27,20.0,57.55,9.93,25.07,1,0.0,20.0,140.0,34.0,82.45,39.0,60.0,N,0,0,RUNNING,Minute 27: Separation: 34.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,28,20.0,58.2,10.22,26.03,1,0.0,20.0,140.0,33.62,81.8,39.0,60.0,N,0,0,RUNNING,Minute 28: Separation: 33.62 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,29,20.0,58.85,10.51,26.99,1,0.0,20.0,140.0,33.24,81.15,39.0,60.0,N,0,0,RUNNING,Minute 29: Separation: 33.24 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,30,20.0,59.5,10.79,27.95,1,0.0,20.0,140.0,32.87,80.5,39.0,60.0,N,0,0,RUNNING,Minute 30: Separation: 32.87 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,31,20.0,60.15,11.06,28.91,1,0.0,20.0,140.0,32.49,79.85,39.0,60.0,N,0,0,RUNNING,Minute 31: Separation: 32.49 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,32,20.0,60.8,11.33,29.87,1,0.0,20.0,140.0,32.12,79.2,39.0,60.0,N,0,0,RUNNING,Minute 32: Separation: 32.12 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,33,20.0,61.45,11.6,30.84,1,0.0,20.0,140.0,31.74,78.55,39.0,60.0,N,0,0,RUNNING,Minute 33: Separation: 31.74 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,34,20.0,62.1,11.86,31.8,1,0.0,20.0,140.0,31.37,77.9,39.0,60.0,N,0,0,RUNNING,Minute 34: Separation: 31.37 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,35,20.0,62.75,12.11,32.77,1,0.0,20.0,140.0,31.0,77.25,39.0,60.0,N,0,0,RUNNING,Minute 35: Separation: 31.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,36,20.0,63.4,12.36,33.74,1,0.0,20.0,140.0,30.63,76.6,39.0,60.0,N,0,0,RUNNING,Minute 36: Separation: 30.63 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,37,20.0,64.05,12.61,34.71,1,0.0,20.0,140.0,30.26,75.95,39.0,60.0,N,0,0,RUNNING,Minute 37: Separation: 30.26 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,38,20.0,64.7,12.85,35.68,1,0.0,20.0,140.0,29.89,75.3,39.0,60.0,N,0,0,RUNNING,Minute 38: Separation: 29.89 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,39,20.0,65.35,13.08,36.65,1,0.0,20.0,140.0,29.52,74.65,39.0,60.0,N,0,0,RUNNING,Minute 39: Separation: 29.52 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,40,20.0,66.0,13.31,37.63,1,0.0,20.0,140.0,29.15,74.0,39.0,60.0,N,0,0,RUNNING,Minute 40: Separation: 29.15 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,41,20.0,66.65,13.53,38.6,1,0.0,20.0,140.0,28.79,73.35,39.0,60.0,N,0,0,RUNNING,Minute 41: Separation: 28.79 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,42,20.0,67.3,13.75,39.58,1,0.0,20.0,140.0,28.42,72.7,39.0,60.0,N,0,0,RUNNING,Minute 42: Separation: 28.42 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,43,20.0,67.95,13.97,40.55,1,0.0,20.0,140.0,28.05,72.05,39.0,60.0,N,0,0,RUNNING,Minute 43: Separation: 28.05 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,44,20.0,68.6,14.18,41.53,1,0.0,20.0,140.0,27.69,71.4,39.0,60.0,N,0,0,RUNNING,Minute 44: Separation: 27.69 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,45,20.0,69.25,14.39,42.51,1,0.0,20.0,140.0,27.32,70.75,39.0,60.0,N,0,0,RUNNING,Minute 45: Separation: 27.32 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,46,20.0,69.9,14.59,43.49,1,0.0,20.0,140.0,26.96,70.1,39.0,60.0,N,0,0,RUNNING,Minute 46: Separation: 26.96 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,47,20.0,70.55,14.78,44.47,1,0.0,20.0,140.0,26.6,69.45,39.0,60.0,N,0,0,RUNNING,Minute 47: Separation: 26.6 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,48,20.0,71.2,14.97,45.45,1,0.0,20.0,140.0,26.24,68.8,39.0,60.0,N,0,0,RUNNING,Minute 48: Separation: 26.24 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,49,20.0,71.85,15.16,46.43,1,0.0,20.0,140.0,25.87,68.15,39.0,60.0,N,0,0,RUNNING,Minute 49: Separation: 25.87 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,50,20.0,72.5,15.34,47.42,1,0.0,20.0,140.0,25.51,67.5,39.0,60.0,N,0,0,RUNNING,Minute 50: Separation: 25.51 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,51,20.0,73.15,15.52,48.4,1,0.0,20.0,140.0,25.15,66.85,39.0,60.0,N,0,0,RUNNING,Minute 51: Separation: 25.15 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,52,20.0,73.8,15.69,49.38,1,0.0,20.0,140.0,24.79,66.2,39.0,60.0,N,0,0,RUNNING,Minute 52: Separation: 24.79 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,53,20.0,74.45,15.86,50.37,1,0.0,20.0,140.0,24.43,65.55,39.0,60.0,N,0,0,RUNNING,Minute 53: Separation: 24.43 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,54,20.0,75.1,16.03,51.36,1,0.0,20.0,140.0,24.07,64.9,39.0,60.0,N,0,0,RUNNING,Minute 54: Separation: 24.07 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,55,20.0,75.75,16.19,52.34,1,0.0,20.0,140.0,23.71,64.25,39.0,60.0,N,0,0,RUNNING,Minute 55: Separation: 23.71 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,56,20.0,76.4,16.35,53.33,1,0.0,20.0,140.0,23.36,63.6,39.0,60.0,N,0,0,RUNNING,Minute 56: Separation: 23.36 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,57,20.0,77.05,16.5,54.32,1,0.0,20.0,140.0,23.0,62.95,39.0,60.0,N,0,0,RUNNING,Minute 57: Separation: 23.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,58,20.0,77.7,16.65,55.31,1,0.0,20.0,140.0,22.64,62.3,39.0,60.0,N,0,0,RUNNING,Minute 58: Separation: 22.64 NM.
