scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,32.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.53,0.44,0.9,1,0.0,20.0,140.0,44.2,99.47,32.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.2 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.07,0.88,1.8,1,0.0,20.0,140.0,43.68,98.93,32.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.68 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.6,1.31,2.7,1,0.0,20.0,140.0,43.16,98.4,32.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 43.16 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.13,1.74,3.6,1,0.0,20.0,140.0,42.64,97.87,32.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 42.64 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,42.67,2.16,4.51,1,0.0,20.0,140.0,42.12,97.33,32.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 42.12 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.2,2.58,5.42,1,0.0,20.0,140.0,41.61,96.8,32.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 41.61 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,43.73,3.0,6.33,1,0.0,20.0,140.0,41.09,96.27,32.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 41.09 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,44.27,3.41,7.24,1,0.0,20.0,140.0,40.58,95.73,32.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 40.58 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,44.8,3.81,8.15,1,0.0,20.0,140.0,40.06,95.2,32.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 40.06 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,45.33,4.21,9.07,1,0.0,20.0,140.0,39.55,94.67,32.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 39.55 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,45.87,4.6,9.99,1,0.0,20.0,140.0,39.04,94.13,32.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 39.04 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,46.4,4.99,10.91,1,0.0,20.0,140.0,38.53,93.6,32.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 38.53 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,46.93,5.38,11.83,1,0.0,20.0,140.0,38.02,93.07,32.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 38.02 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,47.47,5.76,12.76,1,0.0,20.0,140.0,37.52,92.53,32.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 37.52 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,48.0,6.13,13.68,1,0.0,20.0,140.0,37.01,92.0,32.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 37.01 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,16,20.0,48.53,6.5,14.61,1,0.0,20.0,140.0,36.51,91.47,32.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 36.51 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,17,20.0,49.07,6.87,15.55,1,0.0,20.0,140.0,36.0,90.93,32.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 36.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,18,20.0,49.6,7.23,16.48,1,0.0,20.0,140.0,35.5,90.4,32.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 35.5 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,19,20.0,50.13,7.58,17.41,1,0.0,20.0,140.0,35.0,89.87,32.0,60.0,N,0,0,RUNNING,Minute 19: Separation: 35.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,20,20.0,50.67,7.93,18.35,1,0.0,20.0,140.0,34.5,89.33,32.0,60.0,N,0,0,RUNNING,Minute 20: Separation: 34.5 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,21,20.0,51.2,8.28,19.29,1,0.0,20.0,140.0,34.0,88.8,32.0,60.0,N,0,0,RUNNING,Minute 21: Separation: 34.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,22,20.0,51.73,8.62,20.23,1,0.0,20.0,140.0,33.5,88.27,32.0,60.0,N,0,0,RUNNING,Minute 22: Separation: 33.5 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,23,20.0,52.27,8.95,21.17,1,0.0,20.0,140.0,33.0,87.73,32.0,60.0,N,0,0,RUNNING,Minute 23: Separation: 33.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,24,20.0,52.8,9.28,22.12,1,0.0,20.0,140.0,32.5,87.2,32.0,60.0,N,0,0,RUNNING,Minute 24: Separation: 32.5 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,25,20.0,53.33,9.61,23.06,1,0.0,20.0,140.0,32.01,86.67,32.0,60.0,N,0,0,RUNNING,Minute 25: Separation: 32.01 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,26,20.0,53.87,9.93,24.01,1,0.0,20.0,140.0,31.51,86.13,32.0,60.0,N,0,0,RUNNING,Minute 26: Separation: 31.51 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,27,20.0,54.4,10.24,24.96,1,0.0,20.0,140.0,31.02,85.6,32.0,60.0,N,0,0,RUNNING,Minute 27: Separation: 31.02 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,28,20.0,54.93,10.55,25.91,1,0.0,20.0,140.0,30.52,85.07,32.0,60.0,N,0,0,RUNNING,Minute 28: Separation: 30.52 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,29,20.0,55.47,10.85,26.86,1,0.0,20.0,140.0,30.03,84.53,32.0,60.0,N,0,0,RUNNING,Minute 29: Separation: 30.03 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,30,20.0,56.0,11.15,27.82,1,0.0,20.0,140.0,29.54,84.0,32.0,60.0,N,0,0,RUNNING,Minute 30: Separation: 29.54 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,31,20.0,56.53,11.45,28.77,1,0.0,20.0,140.0,29.05,83.47,32.0,60.0,N,0,0,RUNNING,Minute 31: Separation: 29.05 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,32,20.0,57.07,11.74,29.73,1,0.0,20.0,140.0,28.56,82.93,32.0,60.0,N,0,0,RUNNING,Minute 32: Separation: 28.56 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,33,20.0,57.6,12.02,30.69,1,0.0,20.0,140.0,28.07,82.4,32.0,60.0,N,0,0,RUNNING,Minute 33: Separation: 28.07 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,34,20.0,58.13,12.3,31.65,1,0.0,20.0,140.0,27.58,81.87,32.0,60.0,N,0,0,RUNNING,Minute 34: Separation: 27.58 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,35,20.0,58.67,12.57,32.61,1,0.0,20.0,140.0,27.1,81.33,32.0,60.0,N,0,0,RUNNING,Minute 35: Separation: 27.1 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,36,20.0,59.2,12.84,33.57,1,0.0,20.0,140.0,26.61,80.8,32.0,60.0,N,0,0,RUNNING,Minute 36: Separation: 26.61 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,37,20.0,59.73,13.11,34.54,1,0.0,20.0,140.0,26.12,80.27,32.0,60.0,N,0,0,RUNNING,Minute 37: Separation: 26.12 NM.
