scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,38.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.63,0.44,0.9,1,0.0,20.0,140.0,44.29,99.37,38.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.29 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.27,0.88,1.8,1,0.0,20.0,140.0,43.86,98.73,38.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.86 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.9,1.31,2.7,1,0.0,20.0,140.0,43.43,98.1,38.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 43.43 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.53,1.73,3.61,1,0.0,20.0,140.0,43.0,97.47,38.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 43.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.17,2.15,4.51,1,0.0,20.0,140.0,42.58,96.83,38.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 42.58 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.8,2.57,5.42,1,0.0,20.0,140.0,42.15,96.2,38.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 42.15 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.43,2.97,6.34,1,0.0,20.0,140.0,41.73,95.57,38.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 41.73 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,45.07,3.38,7.25,1,0.0,20.0,140.0,41.31,94.93,38.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 41.31 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,45.7,3.77,8.17,1,0.0,20.0,140.0,40.89,94.3,38.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 40.89 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.33,4.16,9.09,1,0.0,20.0,140.0,40.47,93.67,38.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 40.47 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,46.97,4.55,10.01,1,0.0,20.0,140.0,40.05,93.03,38.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 40.05 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,47.6,4.93,10.94,1,0.0,20.0,140.0,39.64,92.4,38.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 39.64 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,48.23,5.3,11.86,1,0.0,20.0,140.0,39.23,91.77,38.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 39.23 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,48.87,5.67,12.79,1,0.0,20.0,140.0,38.81,91.13,38.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 38.81 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,49.5,6.04,13.73,1,0.0,20.0,140.0,38.4,90.5,38.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 38.4 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,16,20.0,50.13,6.4,14.66,1,0.0,20.0,140.0,37.99,89.87,38.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 37.99 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,17,20.0,50.77,6.75,15.6,1,0.0,20.0,140.0,37.59,89.23,38.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 37.59 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,18,20.0,51.4,7.1,16.53,1,0.0,20.0,140.0,37.18,88.6,38.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 37.18 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,19,20.0,52.03,7.44,17.47,1,0.0,20.0,140.0,36.77,87.97,38.0,60.0,N,0,0,RUNNING,Minute 19: Separation: 36.77 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,20,20.0,52.67,7.77,18.41,1,0.0,20.0,140.0,36.37,87.33,38.0,60.0,N,0,0,RUNNING,Minute 20: Separation: 36.37 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,21,20.0,53.3,8.1,19.36,1,0.0,20.0,140.0,35.97,86.7,38.0,60.0,N,0,0,RUNNING,Minute 21: Separation: 35.97 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,22,20.0,53.93,8.43,20.3,1,0.0,20.0,140.0,35.56,86.07,38.0,60.0,N,0,0,RUNNING,Minute 22: Separation: 35.56 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,23,20.0,54.57,8.75,21.25,1,0.0,20.0,140.0,35.16,85.43,38.0,60.0,N,0,0,RUNNING,Minute 23: Separation: 35.16 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,24,20.0,55.2,9.06,22.2,1,0.0,20.0,140.0,34.76,84.8,38.0,60.0,N,0,0,RUNNING,Minute 24: Separation: 34.76 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,25,20.0,55.83,9.37,23.15,1,0.0,20.0,140.0,34.37,84.17,38.0,60.0,N,0,0,RUNNING,Minute 25: Separation: 34.37 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,26,20.0,56.47,9.68,24.1,1,0.0,20.0,140.0,33.97,83.53,38.0,60.0,N,0,0,RUNNING,Minute 26: Separation: 33.97 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,27,20.0,57.1,9.98,25.06,1,0.0,20.0,140.0,33.57,82.9,38.0,60.0,N,0,0,RUNNING,Minute 27: Separation: 33.57 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,28,20.0,57.73,10.27,26.01,1,0.0,20.0,140.0,33.18,82.27,38.0,60.0,N,0,0,RUNNING,Minute 28: Separation: 33.18 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,29,20.0,58.37,10.56,26.97,1,0.0,20.0,140.0,32.78,81.63,38.0,60.0,N,0,0,RUNNING,Minute 29: Separation: 32.78 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,30,20.0,59.0,10.84,27.93,1,0.0,20.0,140.0,32.39,81.0,38.0,60.0,N,0,0,RUNNING,Minute 30: Separation: 32.39 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,31,20.0,59.63,11.12,28.89,1,0.0,20.0,140.0,32.0,80.37,38.0,60.0,N,0,0,RUNNING,Minute 31: Separation: 32.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,32,20.0,60.27,11.39,29.85,1,0.0,20.0,140.0,31.61,79.73,38.0,60.0,N,0,0,RUNNING,Minute 32: Separation: 31.61 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,33,20.0,60.9,11.66,30.82,1,0.0,20.0,140.0,31.22,79.1,38.0,60.0,N,0,0,RUNNING,Minute 33: Separation: 31.22 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,34,20.0,61.53,11.92,31.78,1,0.0,20.0,140.0,30.83,78.47,38.0,60.0,N,0,0,RUNNING,Minute 34: Separation: 30.83 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,35,20.0,62.17,12.18,32.75,1,0.0,20.0,140.0,30.44,77.83,38.0,60.0,N,0,0,RUNNING,Minute 35: Separation: 30.44 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,36,20.0,62.8,12.43,33.72,1,0.0,20.0,140.0,30.05,77.2,38.0,60.0,N,0,0,RUNNING,Minute 36: Separation: 30.05 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,37,20.0,63.43,12.67,34.69,1,0.0,20.0,140.0,29.67,76.57,38.0,60.0,N,0,0,RUNNING,Minute 37: Separation: 29.67 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,38,20.0,64.07,12.92,35.66,1,0.0,20.0,140.0,29.28,75.93,38.0,60.0,N,0,0,RUNNING,Minute 38: Separation: 29.28 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,39,20.0,64.7,13.15,36.63,1,0.0,20.0,140.0,28.89,75.3,38.0,60.0,N,0,0,RUNNING,Minute 39: Separation: 28.89 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,40,20.0,65.33,13.39,37.6,1,0.0,20.0,140.0,28.51,74.67,38.0,60.0,N,0,0,RUNNING,Minute 40: Separation: 28.51 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,41,20.0,65.97,13.61,38.57,1,0.0,20.0,140.0,28.13,74.03,38.0,60.0,N,0,0,RUNNING,Minute 41: Separation: 28.13 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,42,20.0,66.6,13.84,39.55,1,0.0,20.0,140.0,27.74,73.4,38.0,60.0,N,0,0,RUNNING,Minute 42: Separation: 27.74 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,43,20.0,67.23,14.05,40.53,1,0.0,20.0,140.0,27.36,72.77,38.0,60.0,N,0,0,RUNNING,Minute 43: Separation: 27.36 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,44,20.0,67.87,14.26,41.5,1,0.0,20.0,140.0,26.98,72.13,38.0,60.0,N,0,0,RUNNING,Minute 44: Separation: 26.98 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,45,20.0,68.5,14.47,42.48,1,0.0,20.0,140.0,26.6,71.5,38.0,60.0,N,0,0,RUNNING,Minute 45: Separation: 26.6 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,46,20.0,69.13,14.68,43.46,1,0.0,20.0,140.0,26.22,70.87,38.0,60.0,N,0,0,RUNNING,Minute 46: Separation: 26.22 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,47,20.0,69.77,14.87,44.44,1,0.0,20.0,140.0,25.84,70.23,38.0,60.0,N,0,0,RUNNING,Minute 47: Separation: 25.84 NM.
