scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_objective_point_id,selected_objective_point_bearing,objective_point_x_nm,objective_point_y_nm,separation_nm,distance_to_objective_point_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION TRIDENT,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,22.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best objective point selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION TRIDENT,1,20.0,40.37,0.44,0.9,1,0.0,20.0,140.0,44.05,99.63,22.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.05 NM.
1,Scenario Data - OPERATION TRIDENT,2,20.0,40.73,0.88,1.79,1,0.0,20.0,140.0,43.38,99.27,22.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.38 NM.
1,Scenario Data - OPERATION TRIDENT,3,20.0,41.1,1.32,2.69,1,0.0,20.0,140.0,42.71,98.9,22.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 42.71 NM.
1,Scenario Data - OPERATION TRIDENT,4,20.0,41.47,1.76,3.59,1,0.0,20.0,140.0,42.04,98.53,22.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 42.04 NM.
1,Scenario Data - OPERATION TRIDENT,5,20.0,41.83,2.19,4.5,1,0.0,20.0,140.0,41.37,98.17,22.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 41.37 NM.
1,Scenario Data - OPERATION TRIDENT,6,20.0,42.2,2.61,5.4,1,0.0,20.0,140.0,40.7,97.8,22.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 40.7 NM.
1,Scenario Data - OPERATION TRIDENT,7,20.0,42.57,3.04,6.31,1,0.0,20.0,140.0,40.03,97.43,22.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 40.03 NM.
1,Scenario Data - OPERATION TRIDENT,8,20.0,42.93,3.46,7.21,1,0.0,20.0,140.0,39.36,97.07,22.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 39.36 NM.
1,Scenario Data - OPERATION TRIDENT,9,20.0,43.3,3.87,8.12,1,0.0,20.0,140.0,38.7,96.7,22.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 38.7 NM.
1,Scenario Data - OPERATION TRIDENT,10,20.0,43.67,4.29,9.03,1,0.0,20.0,140.0,38.03,96.33,22.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 38.03 NM.
1,Scenario Data - OPERATION TRIDENT,11,20.0,44.03,4.7,9.95,1,0.0,20.0,140.0,37.36,95.97,22.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 37.36 NM.
1,Scenario Data - OPERATION TRIDENT,12,20.0,44.4,5.1,10.86,1,0.0,20.0,140.0,36.7,95.6,22.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 36.7 NM.
1,Scenario Data - OPERATION TRIDENT,13,20.0,44.77,5.51,11.78,1,0.0,20.0,140.0,36.04,95.23,22.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 36.04 NM.
1,Scenario Data - OPERATION TRIDENT,14,20.0,45.13,5.9,12.69,1,0.0,20.0,140.0,35.37,94.87,22.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 35.37 NM.
1,Scenario Data - OPERATION TRIDENT,15,20.0,45.5,6.3,13.61,1,0.0,20.0,140.0,34.71,94.5,22.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 34.71 NM.
1,Scenario Data - OPERATION TRIDENT,16,20.0,45.87,6.69,14.53,1,0.0,20.0,140.0,34.04,94.13,22.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 34.04 NM.
1,Scenario Data - OPERATION TRIDENT,17,20.0,46.23,7.08,15.45,1,0.0,20.0,140.0,33.38,93.77,22.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 33.38 NM.
1,Scenario Data - OPERATION TRIDENT,18,20.0,46.6,7.46,16.38,1,0.0,20.0,140.0,32.72,93.4,22.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 32.72 NM.
1,Scenario Data - OPERATION TRIDENT,19,20.0,46.97,7.84,17.3,1,0.0,20.0,140.0,32.06,93.03,22.0,60.0,N,0,0,RUNNING,Minute 19: Separation: 32.06 NM.
1,Scenario Data - OPERATION TRIDENT,20,20.0,47.33,8.21,18.23,1,0.0,20.0,140.0,31.4,92.67,22.0,60.0,N,0,0,RUNNING,Minute 20: Separation: 31.4 NM.
1,Scenario Data - OPERATION TRIDENT,21,20.0,47.7,8.59,19.16,1,0.0,20.0,140.0,30.74,92.3,22.0,60.0,N,0,0,RUNNING,Minute 21: Separation: 30.74 NM.
1,Scenario Data - OPERATION TRIDENT,22,20.0,48.07,8.95,20.09,1,0.0,20.0,140.0,30.08,91.93,22.0,60.0,N,0,0,RUNNING,Minute 22: Separation: 30.08 NM.
1,Scenario Data - OPERATION TRIDENT,23,20.0,48.43,9.32,21.02,1,0.0,20.0,140.0,29.42,91.57,22.0,60.0,N,0,0,RUNNING,Minute 23: Separation: 29.42 NM.
1,Scenario Data - OPERATION TRIDENT,24,20.0,48.8,9.68,21.95,1,0.0,20.0,140.0,28.76,91.2,22.0,60.0,N,0,0,RUNNING,Minute 24: Separation: 28.76 NM.
1,Scenario Data - OPERATION TRIDENT,25,20.0,49.17,10.03,22.89,1,0.0,20.0,140.0,28.11,90.83,22.0,60.0,N,0,0,RUNNING,Minute 25: Separation: 28.11 NM.
