scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_objective_point_id,selected_objective_point_bearing,objective_point_x_nm,objective_point_y_nm,separation_nm,distance_to_objective_point_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION TRIDENT,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,24.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best objective point selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION TRIDENT,1,20.0,40.4,0.44,0.9,1,0.0,20.0,140.0,44.08,99.6,24.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.08 NM.
1,Scenario Data - OPERATION TRIDENT,2,20.0,40.8,0.88,1.79,1,0.0,20.0,140.0,43.44,99.2,24.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.44 NM.
1,Scenario Data - OPERATION TRIDENT,3,20.0,41.2,1.32,2.69,1,0.0,20.0,140.0,42.8,98.8,24.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 42.8 NM.
1,Scenario Data - OPERATION TRIDENT,4,20.0,41.6,1.75,3.6,1,0.0,20.0,140.0,42.16,98.4,24.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 42.16 NM.
1,Scenario Data - OPERATION TRIDENT,5,20.0,42.0,2.18,4.5,1,0.0,20.0,140.0,41.52,98.0,24.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 41.52 NM.
1,Scenario Data - OPERATION TRIDENT,6,20.0,42.4,2.61,5.4,1,0.0,20.0,140.0,40.88,97.6,24.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 40.88 NM.
1,Scenario Data - OPERATION TRIDENT,7,20.0,42.8,3.03,6.31,1,0.0,20.0,140.0,40.24,97.2,24.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 40.24 NM.
1,Scenario Data - OPERATION TRIDENT,8,20.0,43.2,3.45,7.22,1,0.0,20.0,140.0,39.61,96.8,24.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 39.61 NM.
1,Scenario Data - OPERATION TRIDENT,9,20.0,43.6,3.86,8.13,1,0.0,20.0,140.0,38.97,96.4,24.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 38.97 NM.
1,Scenario Data - OPERATION TRIDENT,10,20.0,44.0,4.27,9.04,1,0.0,20.0,140.0,38.33,96.0,24.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 38.33 NM.
1,Scenario Data - OPERATION TRIDENT,11,20.0,44.4,4.68,9.95,1,0.0,20.0,140.0,37.7,95.6,24.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 37.7 NM.
1,Scenario Data - OPERATION TRIDENT,12,20.0,44.8,5.08,10.87,1,0.0,20.0,140.0,37.07,95.2,24.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 37.07 NM.
1,Scenario Data - OPERATION TRIDENT,13,20.0,45.2,5.48,11.79,1,0.0,20.0,140.0,36.43,94.8,24.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 36.43 NM.
1,Scenario Data - OPERATION TRIDENT,14,20.0,45.6,5.87,12.71,1,0.0,20.0,140.0,35.8,94.4,24.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 35.8 NM.
1,Scenario Data - OPERATION TRIDENT,15,20.0,46.0,6.26,13.63,1,0.0,20.0,140.0,35.17,94.0,24.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 35.17 NM.
1,Scenario Data - OPERATION TRIDENT,16,20.0,46.4,6.65,14.55,1,0.0,20.0,140.0,34.54,93.6,24.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 34.54 NM.
1,Scenario Data - OPERATION TRIDENT,17,20.0,46.8,7.03,15.47,1,0.0,20.0,140.0,33.9,93.2,24.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 33.9 NM.
1,Scenario Data - OPERATION TRIDENT,18,20.0,47.2,7.41,16.4,1,0.0,20.0,140.0,33.27,92.8,24.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 33.27 NM.
1,Scenario Data - OPERATION TRIDENT,19,20.0,47.6,7.79,17.33,1,0.0,20.0,140.0,32.65,92.4,24.0,60.0,N,0,0,RUNNING,Minute 19: Separation: 32.65 NM.
1,Scenario Data - OPERATION TRIDENT,20,20.0,48.0,8.16,18.25,1,0.0,20.0,140.0,32.02,92.0,24.0,60.0,N,0,0,RUNNING,Minute 20: Separation: 32.02 NM.
1,Scenario Data - OPERATION TRIDENT,21,20.0,48.4,8.52,19.19,1,0.0,20.0,140.0,31.39,91.6,24.0,60.0,N,0,0,RUNNING,Minute 21: Separation: 31.39 NM.
1,Scenario Data - OPERATION TRIDENT,22,20.0,48.8,8.88,20.12,1,0.0,20.0,140.0,30.76,91.2,24.0,60.0,N,0,0,RUNNING,Minute 22: Separation: 30.76 NM.
1,Scenario Data - OPERATION TRIDENT,23,20.0,49.2,9.24,21.05,1,0.0,20.0,140.0,30.13,90.8,24.0,60.0,N,0,0,RUNNING,Minute 23: Separation: 30.13 NM.
1,Scenario Data - OPERATION TRIDENT,24,20.0,49.6,9.59,21.99,1,0.0,20.0,140.0,29.51,90.4,24.0,60.0,N,0,0,RUNNING,Minute 24: Separation: 29.51 NM.
1,Scenario Data - OPERATION TRIDENT,25,20.0,50.0,9.94,22.93,1,0.0,20.0,140.0,28.88,90.0,24.0,60.0,N,0,0,RUNNING,Minute 25: Separation: 28.88 NM.
1,Scenario Data - OPERATION TRIDENT,26,20.0,50.4,10.28,23.86,1,0.0,20.0,140.0,28.26,89.6,24.0,60.0,N,0,0,RUNNING,Minute 26: Separation: 28.26 NM.
1,Scenario Data - OPERATION TRIDENT,27,20.0,50.8,10.62,24.81,1,0.0,20.0,140.0,27.63,89.2,24.0,60.0,N,0,0,RUNNING,Minute 27: Separation: 27.63 NM.
1,Scenario Data - OPERATION TRIDENT,28,20.0,51.2,10.96,25.75,1,0.0,20.0,140.0,27.01,88.8,24.0,60.0,N,0,0,RUNNING,Minute 28: Separation: 27.01 NM.
