scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,40.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.67,0.44,0.9,1,0.0,20.0,140.0,44.32,99.33,40.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.32 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.33,0.88,1.8,1,0.0,20.0,140.0,43.92,98.67,40.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.92 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,42.0,1.31,2.7,1,0.0,20.0,140.0,43.52,98.0,40.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 43.52 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.67,1.73,3.61,1,0.0,20.0,140.0,43.12,97.33,40.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 43.12 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.33,2.15,4.51,1,0.0,20.0,140.0,42.73,96.67,40.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 42.73 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,44.0,2.56,5.43,1,0.0,20.0,140.0,42.33,96.0,40.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 42.33 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.67,2.97,6.34,1,0.0,20.0,140.0,41.94,95.33,40.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 41.94 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,45.33,3.37,7.26,1,0.0,20.0,140.0,41.55,94.67,40.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 41.55 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,46.0,3.76,8.18,1,0.0,20.0,140.0,41.16,94.0,40.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 41.16 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.67,4.15,9.1,1,0.0,20.0,140.0,40.78,93.33,40.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 40.78 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,47.33,4.53,10.02,1,0.0,20.0,140.0,40.39,92.67,40.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 40.39 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,48.0,4.91,10.95,1,0.0,20.0,140.0,40.01,92.0,40.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 40.01 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,48.67,5.28,11.87,1,0.0,20.0,140.0,39.63,91.33,40.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 39.63 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,49.33,5.65,12.81,1,0.0,20.0,140.0,39.25,90.67,40.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 39.25 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,50.0,6.01,13.74,1,0.0,20.0,140.0,38.87,90.0,40.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 38.87 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,16,20.0,50.67,6.36,14.67,1,0.0,20.0,140.0,38.49,89.33,40.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 38.49 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,17,20.0,51.33,6.71,15.61,1,0.0,20.0,140.0,38.11,88.67,40.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 38.11 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,18,20.0,52.0,7.05,16.55,1,0.0,20.0,140.0,37.74,88.0,40.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 37.74 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,19,20.0,52.67,7.39,17.49,1,0.0,20.0,140.0,37.37,87.33,40.0,60.0,N,0,0,RUNNING,Minute 19: Separation: 37.37 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,20,20.0,53.33,7.72,18.43,1,0.0,20.0,140.0,37.0,86.67,40.0,60.0,N,0,0,RUNNING,Minute 20: Separation: 37.0 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,21,20.0,54.0,8.05,19.38,1,0.0,20.0,140.0,36.62,86.0,40.0,60.0,N,0,0,RUNNING,Minute 21: Separation: 36.62 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,22,20.0,54.67,8.37,20.33,1,0.0,20.0,140.0,36.26,85.33,40.0,60.0,N,0,0,RUNNING,Minute 22: Separation: 36.26 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,23,20.0,55.33,8.68,21.28,1,0.0,20.0,140.0,35.89,84.67,40.0,60.0,N,0,0,RUNNING,Minute 23: Separation: 35.89 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,24,20.0,56.0,8.99,22.23,1,0.0,20.0,140.0,35.52,84.0,40.0,60.0,N,0,0,RUNNING,Minute 24: Separation: 35.52 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,25,20.0,56.67,9.3,23.18,1,0.0,20.0,140.0,35.16,83.33,40.0,60.0,N,0,0,RUNNING,Minute 25: Separation: 35.16 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,26,20.0,57.33,9.6,24.13,1,0.0,20.0,140.0,34.79,82.67,40.0,60.0,N,0,0,RUNNING,Minute 26: Separation: 34.79 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,27,20.0,58.0,9.89,25.09,1,0.0,20.0,140.0,34.43,82.0,40.0,60.0,N,0,0,RUNNING,Minute 27: Separation: 34.43 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,28,20.0,58.67,10.18,26.05,1,0.0,20.0,140.0,34.07,81.33,40.0,60.0,N,0,0,RUNNING,Minute 28: Separation: 34.07 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,29,20.0,59.33,10.46,27.01,1,0.0,20.0,140.0,33.7,80.67,40.0,60.0,N,0,0,RUNNING,Minute 29: Separation: 33.7 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,30,20.0,60.0,10.74,27.97,1,0.0,20.0,140.0,33.34,80.0,40.0,60.0,N,0,0,RUNNING,Minute 30: Separation: 33.34 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,31,20.0,60.67,11.01,28.93,1,0.0,20.0,140.0,32.99,79.33,40.0,60.0,N,0,0,RUNNING,Minute 31: Separation: 32.99 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,32,20.0,61.33,11.28,29.89,1,0.0,20.0,140.0,32.63,78.67,40.0,60.0,N,0,0,RUNNING,Minute 32: Separation: 32.63 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,33,20.0,62.0,11.54,30.86,1,0.0,20.0,140.0,32.27,78.0,40.0,60.0,N,0,0,RUNNING,Minute 33: Separation: 32.27 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,34,20.0,62.67,11.8,31.82,1,0.0,20.0,140.0,31.91,77.33,40.0,60.0,N,0,0,RUNNING,Minute 34: Separation: 31.91 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,35,20.0,63.33,12.05,32.79,1,0.0,20.0,140.0,31.56,76.67,40.0,60.0,N,0,0,RUNNING,Minute 35: Separation: 31.56 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,36,20.0,64.0,12.3,33.76,1,0.0,20.0,140.0,31.2,76.0,40.0,60.0,N,0,0,RUNNING,Minute 36: Separation: 31.2 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,37,20.0,64.67,12.54,34.73,1,0.0,20.0,140.0,30.85,75.33,40.0,60.0,N,0,0,RUNNING,Minute 37: Separation: 30.85 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,38,20.0,65.33,12.78,35.7,1,0.0,20.0,140.0,30.5,74.67,40.0,60.0,N,0,0,RUNNING,Minute 38: Separation: 30.5 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,39,20.0,66.0,13.01,36.68,1,0.0,20.0,140.0,30.15,74.0,40.0,60.0,N,0,0,RUNNING,Minute 39: Separation: 30.15 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,40,20.0,66.67,13.24,37.65,1,0.0,20.0,140.0,29.79,73.33,40.0,60.0,N,0,0,RUNNING,Minute 40: Separation: 29.79 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,41,20.0,67.33,13.46,38.62,1,0.0,20.0,140.0,29.44,72.67,40.0,60.0,N,0,0,RUNNING,Minute 41: Separation: 29.44 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,42,20.0,68.0,13.68,39.6,1,0.0,20.0,140.0,29.09,72.0,40.0,60.0,N,0,0,RUNNING,Minute 42: Separation: 29.09 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,43,20.0,68.67,13.89,40.58,1,0.0,20.0,140.0,28.75,71.33,40.0,60.0,N,0,0,RUNNING,Minute 43: Separation: 28.75 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,44,20.0,69.33,14.1,41.56,1,0.0,20.0,140.0,28.4,70.67,40.0,60.0,N,0,0,RUNNING,Minute 44: Separation: 28.4 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,45,20.0,70.0,14.3,42.54,1,0.0,20.0,140.0,28.05,70.0,40.0,60.0,N,0,0,RUNNING,Minute 45: Separation: 28.05 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,46,20.0,70.67,14.5,43.52,1,0.0,20.0,140.0,27.7,69.33,40.0,60.0,N,0,0,RUNNING,Minute 46: Separation: 27.7 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,47,20.0,71.33,14.69,44.5,1,0.0,20.0,140.0,27.36,68.67,40.0,60.0,N,0,0,RUNNING,Minute 47: Separation: 27.36 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,48,20.0,72.0,14.88,45.48,1,0.0,20.0,140.0,27.01,68.0,40.0,60.0,N,0,0,RUNNING,Minute 48: Separation: 27.01 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,49,20.0,72.67,15.07,46.46,1,0.0,20.0,140.0,26.67,67.33,40.0,60.0,N,0,0,RUNNING,Minute 49: Separation: 26.67 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,50,20.0,73.33,15.25,47.44,1,0.0,20.0,140.0,26.32,66.67,40.0,60.0,N,0,0,RUNNING,Minute 50: Separation: 26.32 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,51,20.0,74.0,15.42,48.43,1,0.0,20.0,140.0,25.98,66.0,40.0,60.0,N,0,0,RUNNING,Minute 51: Separation: 25.98 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,52,20.0,74.67,15.59,49.41,1,0.0,20.0,140.0,25.63,65.33,40.0,60.0,N,0,0,RUNNING,Minute 52: Separation: 25.63 NM.
