scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,36.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.6,0.44,0.9,1,0.0,20.0,140.0,44.26,99.4,36.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.26 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.2,0.88,1.8,1,0.0,20.0,140.0,43.8,98.8,36.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.8 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.8,1.31,2.7,1,0.0,20.0,140.0,43.34,98.2,36.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 43.34 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.4,1.74,3.6,1,0.0,20.0,140.0,42.88,97.6,36.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 42.88 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.0,2.16,4.51,1,0.0,20.0,140.0,42.42,97.0,36.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 42.42 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.6,2.57,5.42,1,0.0,20.0,140.0,41.97,96.4,36.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 41.97 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.2,2.98,6.33,1,0.0,20.0,140.0,41.52,95.8,36.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 41.52 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,44.8,3.39,7.25,1,0.0,20.0,140.0,41.06,95.2,36.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 41.06 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,45.4,3.79,8.16,1,0.0,20.0,140.0,40.61,94.6,36.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 40.61 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.0,4.18,9.08,1,0.0,20.0,140.0,40.16,94.0,36.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 40.16 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,46.6,4.57,10.0,1,0.0,20.0,140.0,39.72,93.4,36.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 39.72 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,47.2,4.95,10.93,1,0.0,20.0,140.0,39.27,92.8,36.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 39.27 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,47.8,5.33,11.85,1,0.0,20.0,140.0,38.82,92.2,36.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 38.82 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,48.4,5.7,12.78,1,0.0,20.0,140.0,38.38,91.6,36.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 38.38 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,49.0,6.07,13.71,1,0.0,20.0,140.0,37.94,91.0,36.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 37.94 NM.
