scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,33.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.55,0.44,0.9,1,0.0,20.0,140.0,44.21,99.45,33.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.21 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.1,0.88,1.8,1,0.0,20.0,140.0,43.71,98.9,33.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.71 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.65,1.31,2.7,1,0.0,20.0,140.0,43.2,98.35,33.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 43.2 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.2,1.74,3.6,1,0.0,20.0,140.0,42.7,97.8,33.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 42.7 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,42.75,2.16,4.51,1,0.0,20.0,140.0,42.2,97.25,33.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 42.2 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.3,2.58,5.42,1,0.0,20.0,140.0,41.7,96.7,33.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 41.7 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,43.85,2.99,6.33,1,0.0,20.0,140.0,41.2,96.15,33.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 41.2 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,44.4,3.4,7.24,1,0.0,20.0,140.0,40.7,95.6,33.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 40.7 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,44.95,3.8,8.16,1,0.0,20.0,140.0,40.2,95.05,33.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 40.2 NM.
