scenario_id,scenario_name,minute,ship_x_nm,ship_y_nm,torpedo_x_nm,torpedo_y_nm,selected_safe_zone_id,selected_safe_zone_bearing,safe_zone_x_nm,safe_zone_y_nm,separation_nm,distance_to_safe_zone_nm,ship_speed_knots,torpedo_speed_knots,countermeasure_active,countermeasure_timer,torpedo_lost_contact_timer,result,message
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,0,20.0,40.0,0.0,0.0,1,0.0,20.0,140.0,44.72,100.0,37.0,60.0,N,0,0,RUNNING,Minute 0: Simulation started. Best safe zone selected: Zone 1 at bearing 0.0°.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,1,20.0,40.62,0.44,0.9,1,0.0,20.0,140.0,44.27,99.38,37.0,60.0,N,0,0,RUNNING,Minute 1: Separation: 44.27 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,2,20.0,41.23,0.88,1.8,1,0.0,20.0,140.0,43.83,98.77,37.0,60.0,N,0,0,RUNNING,Minute 2: Separation: 43.83 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,3,20.0,41.85,1.31,2.7,1,0.0,20.0,140.0,43.38,98.15,37.0,60.0,N,0,0,RUNNING,Minute 3: Separation: 43.38 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,4,20.0,42.47,1.73,3.6,1,0.0,20.0,140.0,42.94,97.53,37.0,60.0,N,0,0,RUNNING,Minute 4: Separation: 42.94 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,5,20.0,43.08,2.15,4.51,1,0.0,20.0,140.0,42.5,96.92,37.0,60.0,N,0,0,RUNNING,Minute 5: Separation: 42.5 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,6,20.0,43.7,2.57,5.42,1,0.0,20.0,140.0,42.06,96.3,37.0,60.0,N,0,0,RUNNING,Minute 6: Separation: 42.06 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,7,20.0,44.32,2.98,6.33,1,0.0,20.0,140.0,41.62,95.68,37.0,60.0,N,0,0,RUNNING,Minute 7: Separation: 41.62 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,8,20.0,44.93,3.38,7.25,1,0.0,20.0,140.0,41.19,95.07,37.0,60.0,N,0,0,RUNNING,Minute 8: Separation: 41.19 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,9,20.0,45.55,3.78,8.17,1,0.0,20.0,140.0,40.75,94.45,37.0,60.0,N,0,0,RUNNING,Minute 9: Separation: 40.75 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,10,20.0,46.17,4.17,9.09,1,0.0,20.0,140.0,40.32,93.83,37.0,60.0,N,0,0,RUNNING,Minute 10: Separation: 40.32 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,11,20.0,46.78,4.56,10.01,1,0.0,20.0,140.0,39.88,93.22,37.0,60.0,N,0,0,RUNNING,Minute 11: Separation: 39.88 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,12,20.0,47.4,4.94,10.93,1,0.0,20.0,140.0,39.45,92.6,37.0,60.0,N,0,0,RUNNING,Minute 12: Separation: 39.45 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,13,20.0,48.02,5.32,11.86,1,0.0,20.0,140.0,39.02,91.98,37.0,60.0,N,0,0,RUNNING,Minute 13: Separation: 39.02 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,14,20.0,48.63,5.69,12.79,1,0.0,20.0,140.0,38.6,91.37,37.0,60.0,N,0,0,RUNNING,Minute 14: Separation: 38.6 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,15,20.0,49.25,6.05,13.72,1,0.0,20.0,140.0,38.17,90.75,37.0,60.0,N,0,0,RUNNING,Minute 15: Separation: 38.17 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,16,20.0,49.87,6.41,14.65,1,0.0,20.0,140.0,37.74,90.13,37.0,60.0,N,0,0,RUNNING,Minute 16: Separation: 37.74 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,17,20.0,50.48,6.77,15.59,1,0.0,20.0,140.0,37.32,89.52,37.0,60.0,N,0,0,RUNNING,Minute 17: Separation: 37.32 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,18,20.0,51.1,7.12,16.52,1,0.0,20.0,140.0,36.9,88.9,37.0,60.0,N,0,0,RUNNING,Minute 18: Separation: 36.9 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,19,20.0,51.72,7.46,17.46,1,0.0,20.0,140.0,36.48,88.28,37.0,60.0,N,0,0,RUNNING,Minute 19: Separation: 36.48 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,20,20.0,52.33,7.8,18.4,1,0.0,20.0,140.0,36.06,87.67,37.0,60.0,N,0,0,RUNNING,Minute 20: Separation: 36.06 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,21,20.0,52.95,8.13,19.35,1,0.0,20.0,140.0,35.64,87.05,37.0,60.0,N,0,0,RUNNING,Minute 21: Separation: 35.64 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,22,20.0,53.57,8.46,20.29,1,0.0,20.0,140.0,35.22,86.43,37.0,60.0,N,0,0,RUNNING,Minute 22: Separation: 35.22 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,23,20.0,54.18,8.78,21.24,1,0.0,20.0,140.0,34.8,85.82,37.0,60.0,N,0,0,RUNNING,Minute 23: Separation: 34.8 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,24,20.0,54.8,9.1,22.19,1,0.0,20.0,140.0,34.39,85.2,37.0,60.0,N,0,0,RUNNING,Minute 24: Separation: 34.39 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,25,20.0,55.42,9.41,23.14,1,0.0,20.0,140.0,33.97,84.58,37.0,60.0,N,0,0,RUNNING,Minute 25: Separation: 33.97 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,26,20.0,56.03,9.72,24.09,1,0.0,20.0,140.0,33.56,83.97,37.0,60.0,N,0,0,RUNNING,Minute 26: Separation: 33.56 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,27,20.0,56.65,10.02,25.04,1,0.0,20.0,140.0,33.15,83.35,37.0,60.0,N,0,0,RUNNING,Minute 27: Separation: 33.15 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,28,20.0,57.27,10.31,26.0,1,0.0,20.0,140.0,32.73,82.73,37.0,60.0,N,0,0,RUNNING,Minute 28: Separation: 32.73 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,29,20.0,57.88,10.6,26.95,1,0.0,20.0,140.0,32.32,82.12,37.0,60.0,N,0,0,RUNNING,Minute 29: Separation: 32.32 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,30,20.0,58.5,10.89,27.91,1,0.0,20.0,140.0,31.91,81.5,37.0,60.0,N,0,0,RUNNING,Minute 30: Separation: 31.91 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,31,20.0,59.12,11.17,28.87,1,0.0,20.0,140.0,31.51,80.88,37.0,60.0,N,0,0,RUNNING,Minute 31: Separation: 31.51 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,32,20.0,59.73,11.45,29.83,1,0.0,20.0,140.0,31.1,80.27,37.0,60.0,N,0,0,RUNNING,Minute 32: Separation: 31.1 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,33,20.0,60.35,11.72,30.8,1,0.0,20.0,140.0,30.69,79.65,37.0,60.0,N,0,0,RUNNING,Minute 33: Separation: 30.69 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,34,20.0,60.97,11.98,31.76,1,0.0,20.0,140.0,30.29,79.03,37.0,60.0,N,0,0,RUNNING,Minute 34: Separation: 30.29 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,35,20.0,61.58,12.24,32.73,1,0.0,20.0,140.0,29.88,78.42,37.0,60.0,N,0,0,RUNNING,Minute 35: Separation: 29.88 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,36,20.0,62.2,12.49,33.69,1,0.0,20.0,140.0,29.48,77.8,37.0,60.0,N,0,0,RUNNING,Minute 36: Separation: 29.48 NM.
1,Scenario Data - OPERATION SAPPHIRE GAUNTLET,37,20.0,62.82,12.74,34.66,1,0.0,20.0,140.0,29.07,77.18,37.0,60.0,N,0,0,RUNNING,Minute 37: Separation: 29.07 NM.
